"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jun 03 11:49:05 CST 2021","Thu Jun 03 11:49:05 CST 2021","76","test_case","test_order_management","TestAdhocOrder","","","联系人电话为空",""
"passed","Thu Jun 03 11:48:57 CST 2021","Thu Jun 03 11:48:58 CST 2021","62","test_case","test_material_management","TestKitTemplate","","","test_07","商品数量 为空"
"passed","Thu Jun 03 11:48:59 CST 2021","Thu Jun 03 11:48:59 CST 2021","132","test_case","test_material_management","TestKitTemplate","","","test_18",""
"broken","Thu Jun 03 11:49:22 CST 2021","Thu Jun 03 11:49:22 CST 2021","0","test_case","test_order_management","TestAdhocOrder","","","提货人姓名为空",""
"passed","Thu Jun 03 11:49:11 CST 2021","Thu Jun 03 11:49:11 CST 2021","91","test_case","test_order_management","TestAdhocOrder","","","品牌为空",""
"broken","Thu Jun 03 11:49:22 CST 2021","Thu Jun 03 11:49:22 CST 2021","0","test_case","test_order_management","TestAdhocOrder","","","提货委托书为空",""
"passed","Thu Jun 03 11:49:17 CST 2021","Thu Jun 03 11:49:18 CST 2021","288","test_case","test_order_management","TestAdhocOrder","","","工具包数量错误",""
"passed","Thu Jun 03 11:48:53 CST 2021","Thu Jun 03 11:48:53 CST 2021","152","test_case","test_material_management","TestGoods","","","Edit：注册证号为空","注册证号为空"
"passed","Thu Jun 03 11:49:16 CST 2021","Thu Jun 03 11:49:16 CST 2021","154","test_case","test_order_management","TestAdhocOrder","","","仓库为空",""
"passed","Thu Jun 03 11:49:21 CST 2021","Thu Jun 03 11:49:21 CST 2021","58","test_case","test_order_management","TestAdhocOrder","","","地址ID错误",""
"passed","Thu Jun 03 11:48:56 CST 2021","Thu Jun 03 11:48:56 CST 2021","56","test_case","test_material_management","TestKitTemplate","","","test_05","工具包类型 为空"
"broken","Thu Jun 03 11:49:24 CST 2021","Thu Jun 03 11:49:24 CST 2021","0","test_case","test_purchase_management","TestAllocateOrder","","","收货仓库为空",""
"passed","Thu Jun 03 11:48:54 CST 2021","Thu Jun 03 11:48:54 CST 2021","140","test_case","test_material_management","TestGoods","","","price:税率为0","税率为0"
"broken","Thu Jun 03 11:49:24 CST 2021","Thu Jun 03 11:49:24 CST 2021","0","test_case","test_purchase_management","TestAllocateOrder","","","商品数量过大",""
"passed","Thu Jun 03 11:48:53 CST 2021","Thu Jun 03 11:48:54 CST 2021","91","test_case","test_material_management","TestGoods","","","Edit：注册证已失效","注册证已失效"
"passed","Thu Jun 03 11:49:05 CST 2021","Thu Jun 03 11:49:05 CST 2021","80","test_case","test_order_management","TestAdhocOrder","","","订单联系人为空",""
"passed","Thu Jun 03 11:49:00 CST 2021","Thu Jun 03 11:49:00 CST 2021","91","test_case","test_material_management","TestPackagingOrder","","","工具包未选择",""
"passed","Thu Jun 03 11:49:14 CST 2021","Thu Jun 03 11:49:14 CST 2021","444","test_case","test_order_management","TestAdhocOrder","","","临调单重复",""
"passed","Thu Jun 03 11:48:53 CST 2021","Thu Jun 03 11:48:53 CST 2021","97","test_case","test_material_management","TestGoods","","","Edit：skuCode重复","skuCode重复"
"passed","Thu Jun 03 11:48:51 CST 2021","Thu Jun 03 11:48:51 CST 2021","254","test_case","test_material_management","TestGoods","","","Edit：原厂编码为空","原厂编码为空"
"passed","Thu Jun 03 11:49:22 CST 2021","Thu Jun 03 11:49:22 CST 2021","176","test_case","test_order_management","TestAdhocOrder","","","id为空",""
"broken","Thu Jun 03 11:49:00 CST 2021","Thu Jun 03 11:49:00 CST 2021","0","test_case","test_material_management","TestPackagingOrder","","","test_create_tools[商品数量错误-case0-数量不一致，请确定数量]",""
